Date,Type,Country,Sex,Species
2006-07-28,Unprovoked,SOUTH AFRICA,M,white shark
2006-07-25,Unprovoked,USA,M, 
2006-07-23,Unprovoked,USA,M,bull shark
,Invalid,AUSTRALIA,,shark involvement prior to death was not confirmed
2006-07-17,Unprovoked,USA,M,"angel shark, 1.2m "
2006-07-13,Invalid,SPAIN,F,blue shark
2006-07-12,Unprovoked,USA,F,
2006-07-10,Unprovoked,BRAZIL,M,bull shark
2006-07-09,Unprovoked,USA,M,
2006-07-09,Unprovoked,USA,M,
2006-07-08,Unprovoked,USA,F,bull shark
2006-07-08,Unprovoked,USA,M,
2006-07-01,Unprovoked,USA,F,blacktip shark
2006-07-01,Unprovoked,USA,M,blacktip shark
2006-06-27,Unprovoked,USA,F,
2006-06-26,Provoked,USA,M,
2006-06-24,Unprovoked,BAHAMAS,M,
2006-06-20,Unprovoked,USA,F,blacktip shark
2006-06-18,Unprovoked,BRAZIL,M,
2006-06-17,Unprovoked,USA,M,
2006-06-15,Unprovoked,USA,M,2' to 3' shark
2006-06-07,Unprovoked,USA,F,3' to 4' shark
2006-06-05,Unprovoked,AUSTRALIA,M,white shark
2006-05-31,Unprovoked,USA,M,tiger shark
2006-05-28,Provoked,USA,,tiger shark
2006-05-27,Unprovoked,USA,M,
2006-05-24,Provoked,USA,M,"grey reef shark, 5' to 8' "
2006-05-21,Unprovoked,BRAZIL,M,
2006-05-19,Unprovoked,USA,F,tiger shark
2006-05-05,Unprovoked,USA,M,
2006-05-04,Unprovoked,USA,F,
2006-05-02,Provoked,AUSTRALIA,M,"wobbegong shark, 2 m "
,Invalid,USA,M,invalid
2006-04-21,Unprovoked,USA,M,
2006-04-19,Unprovoked,USA,F,
2006-04-13,Provoked,USA,M,bull shark
2006-04-11,Unprovoked,AUSTRALIA,M,copper shark
2006-04-09,Unprovoked,SOUTH AFRICA,M,tiger shark
2006-04-09,Unprovoked,BRAZIL,M,tiger shark
2006-04-03,Unprovoked,USA,M,
,Unprovoked,Sierra Leone,M,"3 m, 600-kg shark"
2006-03-23,Unprovoked,USA,F,tiger shark
2006-03-22,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
2006-03-18,Unprovoked,FIJI,M,tiger shark
2006-03-15,Unprovoked,AUSTRALIA,M,copper shark
2006-02-27,Unprovoked,USA,F,5' to 7' shark
2006-02-23,Invalid,USA,M,invalid
2006-02-13,Unprovoked,AUSTRALIA,M,
2006-02-12,Unprovoked,AUSTRALIA,M,
2006-02-12,Watercraft,AUSTRALIA,M,white shark
2006-02-08,Unprovoked,SOUTH AFRICA,M,tiger shark
2006-02-01,Unprovoked,TONGA,F,tiger shark
2006-02-01,Watercraft,USA,M,12' to 18' shark
,Watercraft,ATLANTIC OCEAN,M,12' shark
2006-01-25,Unprovoked,SOUTH AFRICA,M,
2006-01-23,Watercraft,ATLANTIC OCEAN,F,
2006-01-18,Unprovoked,USA,M,
2006-01-15,Unprovoked,AUSTRALIA,M,white shark
2006-01-11,Invalid,BAHAMAS,M,invalid
2006-01-07,Unprovoked,AUSTRALIA,F,bull shark
2006-01-04,Unprovoked,USA,M,4' shark
2006-01-01,Unprovoked,SOUTH AFRICA,M,said to involve a 1.5 m shark
2005-12-24,Unprovoked,USA,M,white shark
2005-12-21,Unprovoked,USA,M,tiger shark
2005-12-20,Watercraft,ATLANTIC OCEAN,,3 m shark
2005-12-11,Unprovoked,AUSTRALIA,M,white shark
,Watercraft,AUSTRALIA,,white shark
,Unprovoked,USA,M,
2005-11-27,Unprovoked,USA,M,4' shark
2005-11-25,Watercraft,AUSTRALIA,,white shark
2005-11-25,Unprovoked,AUSTRALIA,M,1.8 m shark
2005-11-25,Unprovoked,SOUTH AFRICA,M,
2005-11-24,Unprovoked,NEW CALEDONIA,,
2005-11-21,Unprovoked,USA,M,4' shark
2005-11-20,Unprovoked,USA,M,
,Watercraft,NEW CALEDONIA,,white shark
2005-11-15,Provoked,SOUTH AFRICA,M,tiger shark
2005-11-12,Unprovoked,USA,M,6' shark
2005-11-02,Unprovoked,USA,M,
2005-11-02,Unprovoked,USA,M,white shark
2005-10-29,Unprovoked,USA,M,2' to 3' shark
2005-10-25,Unprovoked,ST. MAARTIN,M,2' shark
2005-10-22,Unprovoked,SOUTH AFRICA,M,3 m shark
2005-10-21,Unprovoked,USA,M,white shark
2005-10-19,Unprovoked,USA,F,white shark
2005-10-15,Provoked,USA,M,
2005-10-13,Unprovoked,USA,M,tiger shark
2005-10-11,Unprovoked,GRAND CAYMAN,F,caribbean reef shark
2005-10-06,Unprovoked,USA,M,
2005-10-03,Unprovoked,BAHAMAS,M,
2005-10-01,Unprovoked,SOUTH AFRICA,M,white shark
,Unprovoked,AUSTRALIA,M,tiger shark
2005-09-24,Unprovoked,AUSTRALIA,M,white shark
2005-09-23,Unprovoked,AUSTRALIA,M,copper shark
2005-09-22,Invalid,USA,M,shark involvement not confirmed
2005-09-20,Unprovoked,USA,F,3' to 4' shark
2005-09-11,Unprovoked,USA,M,
2005-09-07,Unprovoked,AUSTRALIA,M,
2005-09-05,Unprovoked,USA,F,bull shark
2005-09-04,Unprovoked,AUSTRALIA,M,white shark
2005-09-02,Unprovoked,USA,M,
2005-09-02,Provoked,THAILAND,M,"2 m [6.75'] shark, 200-kg shark t"
2005-08-24,Unprovoked,AUSTRALIA,M,white shark
2005-08-24,Unprovoked,USA,M,white shark
2005-08-22,Invalid,USA,M,shark involvement not confirmed
2005-08-21,Unprovoked,USA,M,blacktip shark
2005-08-19,Unprovoked,USA,M,
2005-08-14,Invalid,SOUTH AFRICA,,shark involvement prior to death was not confirmed
2005-08-12,Unprovoked,USA,M,1.8 m [6'] shark
2005-08-06,Unprovoked,USA,M,
2005-08-01,Invalid,Seychelles,M,invalid
2005-07-27,Unprovoked,USA,F,
2005-07-23,Unprovoked,USA,M,
2005-07-22,Invalid,USA,M,shark involvement not confirmed
2005-07-17,Invalid,LIBERIA,M,shark involvement prior to death was not confirmed
2005-07-17,Provoked,CHINA,M,3.5 m [11.5']shark
,Invalid,AUSTRALIA,,no shark involvement
2005-07-15,Unprovoked,USA,M,[4.5' to 5'] shark
2005-07-13,Unprovoked,USA,F,[4' to 5']
2005-07-01,Unprovoked,USA,M,
2005-06-27,Unprovoked,USA,M,bull shark
2005-06-25,Unprovoked,USA,F,bull shark
2005-06-22,Unprovoked,VANUATU,F,"on 8/13/2005 anglers from new zealand caught a 2.8 m [9'3""], 140-kg [309-lb] shark at the same spot. it was believed this was the same shark that killed alysha"
2005-06-20,Unprovoked,MEXICO ,M,
2005-06-18,Invalid,USA,M,invalid
2005-06-16,Unprovoked,USA,M,"unknown, but it was reported that a shark tooth was recovered from the wound"
2005-06-13,Unprovoked,SOUTH KOREA,F,white shark
2005-06-07,Unprovoked,USA,F,
2005-06-05,Invalid,USA,M,white shark
2005-06-04,Unprovoked,SOUTH AFRICA,M,white shark
2005-06-02,Unprovoked,USA,M,
2005-05-28,Unprovoked,USA,M,"""small shark"""
2005-05-27,Unprovoked,USA,F,"18"" to 36"" shark"
2005-05-25,Unprovoked,SOUTH AFRICA,M,tiger shark
2005-05-15,Unprovoked,AUSTRALIA,M ,blacktip shark
2005-05-14,Watercraft,USA,,tiger shark
2005-05-03,Unprovoked,MADAGASCAR,M,2.5 m shark
2005-05-02,Sea Disaster,USA,M,
2005-05-02,Unprovoked,USA,M,tiger shark
2005-04-25,Provoked,AUSTRALIA,M,mako shark
2005-04-17,Unprovoked,AUSTRALIA,,
2005-04-16,Unprovoked,AUSTRALIA,M,copper shark
2005-04-16,Unprovoked,AUSTRALIA,M,copper shark
2005-04-13,Unprovoked,USA,F,blacktip shark
2005-04-09,Invalid,USA,M,shark involvement not confirmed
2005-04-07,Unprovoked,USA,M,
2005-04-06,Unprovoked,USA,F,hammerhead shark
2005-04-06,Invalid,HONDURAS,F,shark involvement not confirmed
2005-03-28,Unprovoked,SOUTH AFRICA,M,4 m [13'] shark
,Unprovoked,AUSTRALIA,M,
2005-03-25,Unprovoked,VENEZUELA,M,
2005-03-19,Unprovoked,AUSTRALIA,M,white shark
2005-03-12,Provoked,USA,M,tiger shark
2005-03-10,Invalid,SOUTH AFRICA,M,invalid
2005-03-09,Provoked,NEW ZEALAND,M,copper shark
2005-03-05,Unprovoked,SOLOMON ISLANDS,M,
2005-02-26,Unprovoked,AUSTRALIA,M,bull shark
2005-02-22,Provoked,USA,M,nurse shark
2005-02-16,Unprovoked,USA,M,tiger shark
2005-02-13,Unprovoked,USA,M,caribbean reef shark
2005-02-04,Unprovoked,BRAZIL,M,
2005-01-20,Unprovoked,CUBA,M,3 m [10'] shark
2005-01-19,Provoked,AUSTRALIA,M,3 m shark
2005-01-14,Provoked,AUSTRALIA,,copper shark
2005-01-08,Watercraft,NEW ZEALAND,M,white shark
2004-12-26,Invalid,SRI LANKA,F,no shark involvement
2004-12-16,Unprovoked,AUSTRALIA,M,white shark
2004-12-11,Unprovoked,AUSTRALIA,M,bull shark
2004-11-27,Unprovoked,SOUTH AFRICA,M,tiger shark
2004-11-26,Unprovoked,SOUTH AFRICA,M,tiger shark
2004-11-15,Unprovoked,SOUTH AFRICA,F,white shark
2004-11-11,Unprovoked,USA,lli,white shark
2004-11-11,Unprovoked,VANUATU,M,
2004-11-01,Unprovoked,NEW CALEDONIA,,3 m shark
2004-10-31,Unprovoked,CUBA,M,bull shark
2004-10-30,Invalid,NEW ZEALAND,,invalid
2004-10-30,Unprovoked,SOUTH AFRICA,M,white shark
2004-10-21,Unprovoked,AUSTRALIA,M,copper shark
2004-10-10,Unprovoked,USA,M,white shark
2004-10-09,Unprovoked,USA,M,tiger shark
2004-10-09,Unprovoked,SOUTH AFRICA,M,tiger shark
2004-10-06,Unprovoked,REUNION,M,bull shark
2004-10-02,Unprovoked,USA,M,
2004-10-01,Unprovoked,USA,M,
2004-09-25,Watercraft,AUSTRALIA,,tiger shark
2004-09-20,Unprovoked,USA,M,white shark
2004-09-10,Invalid,USA,M,shark involvement questionable
2004-09-08,Unprovoked,BRAZIL,,
2004-09-04,Unprovoked,USA,F,2.4 m [8'] shark
2004-08-29,Unprovoked,USA,F,
2004-08-21,Unprovoked,BRAZIL,M,tiger shark
2004-08-20,Unprovoked,USA,M,white shark
2004-08-15,Unprovoked,USA,M,white shark
2004-08-06,Unprovoked,USA,M,1.2 m [4'] shark
2004-08-03,Unprovoked,AUSTRALIA,M,
2004-08-01,Watercraft,SOUTH AFRICA,,white shark
2004-07-31,Unprovoked,USA,F,
2004-07-30,Unprovoked,RUSSIA,M,white shark
2004-07-28,Unprovoked,USA,F,
2004-07-27,Unprovoked,USA,F,1.8 m [6'] shark
2004-07-27,Unprovoked,USA,F,1.2 m to 1.5 m [4' to 5'] shark
2004-07-25,Unprovoked,USA,M,bull shark
,Watercraft,AUSTRALIA,,white shark
2004-07-15,Unprovoked,JAPAN,M,mako shark
2004-07-10,Unprovoked,AUSTRALIA,M,"2 sharks, 4.5 m & 3 m "
2004-07-02,Unprovoked,EGYPT,F,"""black tipped"" shark"
2004-07-02,Unprovoked,USA,M,4' to 5' shark
2004-06-26,Unprovoked,USA,M,white shark
2004-06-26,Invalid,AUSTRALIA,M,invalid
2004-06-14,Unprovoked,USA,F,
2004-06-10,Unprovoked,AUSTRALIA,M,copper shark
2004-06-10,Unprovoked,USA,M,1.2 m [4'] shark
2004-06-02,Unprovoked,SOUTH AFRICA,M,white shark
2004-05-29,Unprovoked,USA,M,0.9 m to 1.5 m [3' to 5'] shark
2004-05-23,Unprovoked,BRAZIL,M,bull shark
2004-05-28,Unprovoked,USA,M,2.4 m to 3.7 m [8' to 12'] shark
2004-05-23,Unprovoked,USA,M,
2004-05-22,Invalid,USA,M,shark involvement not confirmed
2004-05-22,Unprovoked,USA,F,
2004-05-22,Unprovoked,BRAZIL,F,
2004-05-18,Provoked,BAHAMAS,M,caribbean reef shark
2004-05-04,Unprovoked,USA,M,mako shark
2004-05-01,Unprovoked,BRAZIL,M,
2004-04-26,Unprovoked,AUSTRALIA,M,"wobbegong shark, 1.2 m [4'] k"
2004-04-22,Watercraft,NEW ZEALAND,,white shark
2004-04-13,Unprovoked, TONGA,M,small sharks
2004-04-13,Invalid, TONGA,M,questionable incident
2004-04-07,Unprovoked,USA,M,tiger shark
2004-04-05,Unprovoked,SOUTH AFRICA,M,white shark
2004-04-04,Invalid,USA,F,shark involvement prior to death was not confirmed
2004-03-31,Unprovoked,USA,M,
2004-03-31,Unprovoked,USA,M,bull shark
2004-03-29,Unprovoked,BRAZIL,M,bull shark
2004-03-28,Unprovoked,USA,M,bull shark
2004-03-27,Unprovoked,REUNION,M,2.5 m shark
2004-03-27,Unprovoked,USA,M,
2004-03-14,Unprovoked,USA,F,1.8 m [6'] shark
2004-03-22,Unprovoked,NEW ZEALAND,M,copper shark
2004-03-16,Unprovoked,USA,M,tiger shark
2004-03-06,Unprovoked,AUSTRALIA,M,copper shark
2004-02-29,Unprovoked,BRAZIL,M,
2004-02-26,Unprovoked,NEW ZEALAND,M,broadnose sevengill shark
2004-02-21,Unprovoked,AUSTRALIA,M,
2004-02-16,Invalid,AUSTRALIA,M,shark involvement not confirmed
2004-02-14,Unprovoked,EGYPT,M,
2004-02-11,Unprovoked,AUSTRALIA,M,"60 cm [23.6""] blind or brown shark"
2004-01-25,Unprovoked,AUSTRALIA,M,white shark
2004-01-23,Unprovoked,URUGUAY,M,tiger shark
2004-01-22,Invalid,NEW ZEALAND,M,shark involvement doubtful
2004-01-21,Unprovoked,VENEZUELA,M,bull shark
2004-01-21,Unprovoked,VENEZUELA,M,bull shark
,Watercraft,SOUTH AFRICA,M,mako shark
2004-01-12,Unprovoked,AUSTRALIA,M,tiger shark
2004-01-07,Unprovoked,SOUTH AFRICA,M,tiger shark
2004-01-03,Invalid,NEW ZEALAND,M,invalid
2004-01-03,Sea Disaster,EGYPT,,
2004-01-01,Unprovoked,AUSTRALIA,M,
2003-12-31,Watercraft,SOUTH AFRICA,,mako shark
2003-12-26,Invalid,USA,M,questionable incident
2003-12-13,Unprovoked,USA,M,
2003-12-13,Unprovoked,NEW ZEALAND,M,
2003-12-08,Unprovoked,AUSTRALIA,M,
2003-11-30,Unprovoked,AUSTRALIA,M,"wobbegong shark, 1.2 m [4'] "
2003-11-30,Unprovoked,AUSTRALIA,M,"wobbegong shark, 1.2 m [4'] "
2003-11-27,Unprovoked,SOUTH AFRICA,M,tiger shark
2003-11-22,Unprovoked,USA,F,4' shark
2003-11-12,Unprovoked,INDIA,M,tiger shark
2003-11-12,Unprovoked,USA,M,
2003-11-06,Unprovoked,EGYPT,M,white shark
2003-11-06,Unprovoked,SOUTH AFRICA,,white shark
2003-11-01,Unprovoked,AUSTRALIA,M,
2003-11-01,Provoked,PANAMA,M,nurse shark
2003-10-31,Unprovoked,USA,M,1.2 m to 1.5 m [4' to 5'] shark
2003-10-31,Unprovoked,AUSTRALIA,M,copper shark
2003-10-31,Unprovoked,USA,F,tiger shark
2003-10-27,Unprovoked,USA,M,
2003-10-24,Invalid,USA,M,shark involvement not confirmed
2003-10-14,Unprovoked,USA,M,1.2 m [4'] shark
2003-10-06,Invalid,USA,M,shark involvement prior to death was not confirmed
2003-10-05,Unprovoked,USA,F,
2003-10-05,Unprovoked,USA,M,
2003-10-05,Provoked,USA,M,
2003-10-05,Unprovoked,USA,M,
2003-10-05,Unprovoked,USA,F,"1.2 m [4'] ""grey-colored shark"""
2003-09-29,Unprovoked,FIJI,M,
2003-09-28,Unprovoked,USA,M,
2003-09-21,Unprovoked,USA,M,
2003-09-19,Unprovoked,USA,M,
2003-09-17,Unprovoked,USA,M,
2003-09-14,Unprovoked,USA,M,3' shark
2003-09-14,Watercraft,SOUTH AFRICA,,2 m cow shark
2003-09-14,Invalid,USA,F,shark involvement doubtful
2003-09-13,Unprovoked,USA,M,6' shark
2003-09-13,Unprovoked,USA,M,7' shark
2003-09-12,Unprovoked,SOUTH AFRICA,M,white shark
2003-09-01,Unprovoked,USA,M,
2003-08-29,Provoked,USA,M,bull shark
2003-08-19,Unprovoked,USA,F,white shark
2003-08-12,Invalid,USA,M,shark involvement not confirmed
2003-08-08,Unprovoked,SOUTH AFRICA,M,white shark
,Unprovoked,AUSTRALIA,M,
2003-07-20,Unprovoked,USA,M,
2003-07-15,Unprovoked,USA,F,
2003-07-10,Unprovoked,BAHAMAS,M,unidentified species
2003-07-05,Provoked,USA,M,2' shark
2003-07-05,Unprovoked,USA,M,1.5 m to 1.8 m [5' to 6'] shark
2003-07-04,Unprovoked,BAHAMAS,M,bull shark
2003-07-01,Unprovoked,USA,M,hammerhead shark
,Unprovoked,FRENCH POLYNESIA,M,
2003-07-01,Unprovoked,NEW ZEALAND,M,grey reef shark
2003-06-30,Unprovoked,USA,M,unidentified species
2003-06-26,Unprovoked,USA,M,106 cm [3.5']  shark
2003-06-24,Unprovoked,BRAZIL,M,
2003-06-24,Unprovoked,USA,F,“small brown shark”
2003-06-24,Unprovoked,USA,M,3.7 m to 4.3 m [12' to 14'] shark
2003-06-22,Unprovoked,USA,M,unidentified species
2003-06-19,Unprovoked,USA,M,"""sand shark"""
2003-06-08,Unprovoked,USA,,
2003-06-01,Invalid,USA,F,shark involvement not confirmed
2003-05-25,Unprovoked,USA,M,
2003-05-14,Unprovoked,USA,M,3' to 5' shark
2003-05-10,Unprovoked,USA,M,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark
2003-05-07,Provoked,USA,M,4' to 5' shark
2003-05-03,Unprovoked,USA,F,
2003-05-01,Unprovoked,PHILIPPINES,,white shark
2003-04-26,Provoked,BRAZIL,M,
2003-04-25,Unprovoked,BRAZIL,M,
2003-04-23,Unprovoked,BRAZIL,M,bull shark
2003-04-23,Unprovoked,BRAZIL,M,
2003-04-21,Unprovoked,USA,M,unidentified species
2003-04-21,Unprovoked,USA,M,unidentified species
2003-04-20,Unprovoked,USA,M,unidentified species
2003-04-20,Unprovoked,USA,M,0.9 m to 1.2 m [3' to 4'] shark
2003-04-20,Unprovoked,USA,M,unidentified species
2003-04-19,Unprovoked,USA,M,a “small” shark
2003-04-18,Unprovoked,USA,M,unidentified species
2003-04-15,Unprovoked,USA,M,"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee"
2003-04-11,Unprovoked,VENEZUELA,M,mako shark
2003-04-09,Unprovoked,USA,M,
2003-04-04,Unprovoked,USA,M,4' to 5' shark
2003-03-10,Provoked,USA,F,60 cm [2'] captive shark
2003-02-27,Unprovoked,NEW ZEALAND,M,white shark
2003-02-15,Unprovoked,AUSTRALIA,M,"""a small shark"""
2003-02-15,Unprovoked,USA,M,species unidentified
2003-02-11,Unprovoked,AUSTRALIA,M,nurse shark
2003-02-08,Unprovoked,AUSTRALIA,M,bull shark
2003-01-17,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
2003-01-03,Unprovoked,COSTA RICA,M,bull shark
2003-01-02,Unprovoked,AUSTRALIA,F,copper shark
2002-12-29,Unprovoked,AUSTRALIA,F,hammerhead shark
2002-12-24,Unprovoked,SOUTH AFRICA,M,white shark
2002-12-21,Unprovoked,AUSTRALIA,M,"wobbegong shark, 1m"
2002-12-20,Invalid,AUSTRALIA,M,"shark involvement not confirmed, injury may be due to a stingray"
2002-12-16,Unprovoked,AUSTRALIA,M,bull shark
2002-12-01,Unprovoked,BRAZIL,M,
2002-11-28,Unprovoked,MICRONESIA,M,blacktip shark
2002-11-28,Unprovoked,USA,M,white shark
2002-11-17,Unprovoked,USA,F,2.4 m to 3 m [8' to 10'] grey colored shark
2002-11-14,Unprovoked,TURKS & CAICOS,F,caribbean reef shark
2002-11-11,Unprovoked,USA,M,6' shark
2002-11-02,Unprovoked,USA,M,3' to 4' shark
2002-11-01,Unprovoked,FRENCH POLYNESIA,M,
2002-10-30,Unprovoked,USA,F,a “small” shark
2002-10-14,Unprovoked,BRAZIL,M,bull shark
2002-10-11,Unprovoked,USA,M,
2002-10-05,Unprovoked,USA,M,blacktip shark
2002-10-05,Unprovoked,USA,M,3.5' to 4.5' shark
2002-10-03,Unprovoked,USA,M,3.5' to 4' shark
2002-09-30,Unprovoked,USA,M,4' to 5' shark
2002-09-29,Unprovoked,USA,M,
2002-09-27,Unprovoked,USA,M,blacktip shark
2002-09-27,Provoked,USA,M,blacktip shark
2002-09-27,Provoked,TONGA,M,tiger shark
2002-09-21,Unprovoked,USA,M,2.4 m [8'] shark
2002-09-21,Unprovoked,USA,M,3 m to 3.7 m [10' to 12'] shark
2002-09-16,Unprovoked,BRAZIL,M,bull shark
2002-09-16,Unprovoked,USA,,
2002-09-13,Unprovoked,SOUTH AFRICA,M,white shark
2002-09-09,Unprovoked,USA,M,4' to 6' shark
2002-09-05,Provoked,USA,M,hammerhead shark
2002-08-28,Unprovoked,USA,M,tiger shark
2002-08-17,Unprovoked,USA,F,
2002-08-14,Unprovoked,USA,M,0.9 m  to 1.2 m [3' to 4'] shark
2002-08-11,Unprovoked,USA,M,nurse shark
2002-08-07,Unprovoked,USA,M,
,Provoked,UNITED KINGDOM,M,tiger shark
2002-08-05,Unprovoked,USA,M,1.2 m to 1.5 m [4' to 5'] shark
2002-07-26,Unprovoked,USA,M,blacktip shark
2002-07-20,Unprovoked,USA,F,bull shark
2002-07-10,Provoked,USA,M,
2002-07-09,Provoked,USA,M,mako shark
2002-07-10,Unprovoked,BRAZIL,M,bull shark
2002-07-04,Unprovoked,USA,F,bull shark
2002-06-20,Unprovoked,AUSTRALIA,M,
2002-06-20,Unprovoked,USA,F,
2002-06-16,Invalid,INDONESIA,,shark involvement prior to death was not confirmed
,Unprovoked,PAPUA NEW GUINEA,,
,Unprovoked,PAPUA NEW GUINEA,,
2002-06-11,Unprovoked,USA,,tiger shark
2002-06-10,Unprovoked,USA,M,0.9 m to 1.2 m [3' to 4'] shark; tooth fragment recovered from hand
2002-06-09,Unprovoked,USA,M,  
2002-06-09,Unprovoked,USA,M,
2002-06-03,Unprovoked,SOUTH AFRICA,M,copper shark
2002-05-31,Unprovoked,USA,M,white shark
2002-05-31,Unprovoked,USA,M,1 m  shark
2002-05-22,Provoked,USA,M,blacktip shark
2002-05-22,Unprovoked,USA,M,
,Unprovoked,COSTA RICA,M,bull shark
2002-05-21,Unprovoked,PAPUA NEW GUINEA,M,
2002-05-13,Unprovoked,USA,M,2.1 m to 2.4 m [7' to 8'] shark
2002-05-10,Unprovoked,BRAZIL,M,
2002-05-07,Provoked,AUSTRALIA,M,
2002-04-30,Unprovoked,AUSTRALIA,M,white shark
2002-04-21,Invalid,AUSTRALIA,M,invalid
2002-04-20,Unprovoked,USA,M,1.2 m [4'] shark
2002-04-18,Unprovoked,USA,M,
2002-04-12,Unprovoked,AUSTRALIA,M,
2002-04-09,Unprovoked,BAHAMAS,M,bull shark
2002-04-02,Unprovoked,USA,M,3'  shark
2002-04-01,Unprovoked,USA,M,0.9 m [3'] shark
2002-03-25,Unprovoked,USA,M,tiger shark
2002-03-25,Unprovoked,USA,F,  
2002-03-24,Unprovoked,BRAZIL,M,
2002-03-19,Unprovoked,USA,M,4' shark
2002-03-15,Unprovoked,USA,M,nurse shark
2002-03-15,Unprovoked,USA,M,spinner shark
2002-03-03,Invalid,NEW CALEDONIA,M,shark involvement prior to death unconfired
2002-02-23,Unprovoked,TURKS & CAICOS,M,
2002-02-16,Unprovoked,AUSTRALIA,M,"1.5 m [5'] ""whaler shark"""
2002-02-11,Unprovoked,FIJI,M,
2002-02-07,Watercraft,AUSTRALIA,M,c. leucas tooth fragment recovered from kayak
2002-01-30,Unprovoked,AUSTRALIA,M,tiger shark
2002-01-30,Unprovoked,AUSTRALIA,M,
2002-01-04,Unprovoked,SOUTH AFRICA,M,zambesi shark?
2002-01-03,Unprovoked,BRAZIL,,
2002-01-01,Unprovoked,SOUTH AFRICA,M,unidentified
2002-01-01,Unprovoked,USA,M,tiger shark
2001-12-21,Invalid,AUSTRALIA,M,
2001-11-23,Unprovoked,AUSTRALIA,M,copper shark
2001-11-14,Unprovoked,USA,,
2001-11-07,Invalid,AUSTRALIA,M,
2001-10-07,Unprovoked,SOUTH AFRICA,M,mako shark
2001-10-02,Unprovoked,AUSTRALIA,F,copper shark
2001-09-30,Unprovoked,MEXICO,M,tiger shark
2001-09-30,Watercraft,AUSTRALIA,M,white shark
2001-09-24,Provoked,USA,M,4' shark
2001-09-18,Unprovoked,USA,M,
2001-09-16,Invalid,USA,M,questionable incident - shark bite may have precipitated drowning
2001-09-15,Unprovoked,USA,M,2' to 3.5' shark
2001-09-15,Unprovoked,USA,M,
2001-09-13,Provoked,UNITED KINGDOM,M,tiger shark
2001-09-08,Provoked,USA,M,
2001-09-07,Unprovoked,USA,M,
2001-09-07,Invalid,USA,F,shark involvement not confirmed
2001-09-03,Unprovoked,USA,M,white shark
2001-09-03,Unprovoked,USA,F,white shark
2001-09-02,Unprovoked,USA,M,1.5 m [5'] shark
2001-09-01,Unprovoked,USA,M,bull shark
2001-08-31,Unprovoked,BAHAMAS,M,bull shark
2001-08-29,Unprovoked,USA,F,
2001-08-27,Unprovoked,USA,M,
2001-08-26,Unprovoked,USA,M,
2001-08-25,Unprovoked,USA,M,
2001-08-22,Unprovoked,USA,M,a small shark
2001-08-21,Unprovoked,USA,M,
2001-08-19,Unprovoked,USA,M,
2001-08-19,Unprovoked,USA,F,
2001-08-19,Unprovoked,USA,F,
2001-08-18,Unprovoked,USA,M,blacktip shark
2001-08-18,Unprovoked,USA,M,blacktip shark
2001-08-18,Unprovoked,USA,M,blacktip shark
2001-08-16,Unprovoked,BAHAMAS,M,bull shark
2001-08-12,Unprovoked,THAILAND,M,3 m [10'] shark
2001-08-05,Unprovoked,USA,F,
2001-08-04,Unprovoked,BAHAMAS,M,
2001-08-03,Watercraft,ITALY,,
2001-07-26,Unprovoked,USA,F,
2001-07-25,Unprovoked,USA,M,
2001-07-24,Unprovoked,USA,F,nurse shark
2001-07-21,Watercraft,USA,,mako shark
2001-07-15,Unprovoked,USA,M,
2001-07-15,Unprovoked,USA,M,0.9 m  [3'] shark
2001-07-06,Unprovoked,MEXICO,M,
2001-07-06,Unprovoked,USA,M,bull shark
2001-07-03,Unprovoked,USA,,
2001-07-01,Unprovoked,USA,M,
2001-06-12,Unprovoked,USA,M,1.5 m [5'] shark
2001-06-10,Provoked,USA,M,white shark
2001-06-09,Invalid,AUSTRALIA,M,shark involvement prior to death was not confirmed
2001-06-03,Unprovoked,USA,F,2' shark
2001-05-29,Unprovoked,USA,M,
2001-05-23,Unprovoked,USA,M,1.2 m to 1.5 m [4.5' to 5'] shark
2001-05-20,Unprovoked,USA,M,
2001-05-18,Provoked,PHILIPPINES,M,
2001-05-11,Invalid,MADAGASCAR,M,shark involvement prior to death was not confirmed
2001-05-08,Unprovoked,SOUTH AFRICA,M,white shark
2001-05-04,Unprovoked,AUSTRALIA,M,
2001-05-03,Unprovoked,USA,M,1.2 m to 1.5 m [4' to 5'] shark
2001-05-01,Unprovoked,FIJI,M,
2001-04-28,Unprovoked,USA,M,
2001-04-13,Unprovoked,USA,M,
2001-04-13,Unprovoked,USA,M,blacktip shark
2001-04-12,Unprovoked,USA,M,
2001-04-12,Unprovoked,USA,M,
2001-04-12,Unprovoked,USA,M,blacktip shark
2001-04-12,Unprovoked,USA,M,blacktip shark
2001-04-12,Unprovoked,USA,M,blacktip shark
2001-04-11,Unprovoked,USA,M,blacktip shark
2001-04-11,Unprovoked,USA,M,
2001-04-11,Unprovoked,USA,M,white shark
2001-04-10,Unprovoked,USA,,blacktip shark
2001-04-08,Unprovoked,SOUTH AFRICA,M,white shark
2001-04-08,Provoked,AUSTRALIA,M,wobbegong shark
2001-04-05,Unprovoked,USA,M,"""small shark"""
